X,Y
135,269.109294465297
136,271.311031543347
137,275.407396370492
138,274.793988470411
139,278.178700824829
140,281.47498927444
141,278.919241110856
142,282.620735414702
143,287.719586920419
144,287.246960518648
145,284.92983305939
146,290.284381542766
147,295.632052813852
148,295.146822181548
149,297.190726319917
150,299.708461551475
151,303.438932736135
152,303.017818495561
153,306.951916876837
154,309.146307336105
155,307.962280844569
156,311.876255531127
157,312.923389796791
158,316.833909452222
159,314.98344668774
160,323.078339855535
161,324.692036177192
162,322.314288444997
163,324.660251544385
164,326.183025103708
165,329.726918716405
166,330.997924073417
167,334.225276893633
168,332.249564873811
169,338.317093428917
170,340.031125342528
171,338.79879307748
172,344.55194617834
173,346.109905279742
174,347.538853290605
175,349.973567418792
176,352.769898392045
177,354.693447434003
178,355.136774478843
179,360.300356078657
180,359.926935614224
181,361.728397156527
182,365.889236091289
183,367.98408272334
184,366.598660490062
185,368.017882656331
186,370.588763894682
187,371.648448213344
188,372.437606096519
189,378.621215043677
190,379.709779278101
191,383.285099507385
192,383.996681275397
193,386.818325924155
194,387.00788370538
195,388.079784082198
196,393.556264449141
197,395.522241232656
198,392.532575632234
199,399.754589303654
200,396.453257122133
201,401.908625351378
202,403.210255492032
203,405.743887467158
204,410.192475463773
205,407.48956427876
206,411.46903261074
207,419.106604980081
208,413.043387388099
209,416.746824863539
210,419.917895955317
211,422.399906439665
212,422.933388798945
213,425.467935364632
214,430.168295628237
215,429.63850904075
216,432.503110638756
217,434.73908447031
218,436.81406851878
219,438.985010038492
220,440.109265158105
221,440.582651847676
222,443.883458495113
223,444.073156355525
224,448.186786593212
225,449.304197733082
226,451.763331123709
227,451.80181808565
228,455.433847175156
229,455.820530654309
230,459.1886689118
231,463.053814519195
232,464.480839963551
233,467.796724914499
234,468.975936253871
235,470.223982730395
236,473.996626694272
237,476.383433617507
238,473.201224865753
239,479.784295473294
240,481.555917940682
241,483.883829032694
242,482.182394575398
243,490.817861688952
244,482.811499651384
245,490.013726075028
246,492.236213337857
247,493.70060534718
248,497.495746575726
249,498.248069613798
250,498.443890505575
251,504.820066610984
252,503.41217638354
253,507.221357290011
254,506.666979840273
255,507.880234243459
256,510.788322601675
257,511.886317158292
258,517.06621294535
259,514.895814770705
260,518.043021069383
261,522.05443671032
262,520.568855366006
263,524.990223947015
264,527.390154638165
265,532.692156470853
266,531.484926618407
267,532.953425398683
268,534.673564402055
269,538.894442079385
270,539.361098036148
271,540.912442300126
272,543.440653115023
273,548.130465200734
274,551.135657498291
275,548.713775842083
276,552.041043497021
277,553.351631083249
278,559.714792044351
279,559.181527990138
280,556.438746565207
281,561.131782600849
282,559.414500576588
283,565.814069523097
284,569.407928906659
285,568.211020757486
286,569.434986415851
287,576.511568348301
288,574.070740040823
289,579.815567762128
290,580.428147227338
291,583.762046245498
292,586.005089996566
293,588.279821009136
294,590.472071704615
295,590.590803020285
296,592.343522047211
297,592.089221434609
298,593.579181757887
299,596.797234004327
300,599.72836772684
301,600.025454430159
302,605.663850029237
303,604.409880967169
304,608.680929224032
305,611.740859640694
306,609.635677989507
307,616.04578795147
308,611.783130847513
309,618.459525275399
310,623.023421583108
311,623.110875978301
312,625.829757602499
313,624.893206751441
314,628.59675217902
315,632.212759079304
316,629.341700830335
317,636.003388257772
318,633.181392252485
319,637.002437950637
320,645.245513704977
321,643.021331132057
322,643.818313611562
323,647.957531358422
324,647.512382686223
325,651.243617918427
326,651.310809560307
327,649.289550908317
328,656.944775266707
329,656.977039610426
330,658.852795600488
331,662.007594407457
332,666.685101859056
333,666.590923023119
334,669.683573887211
335,671.258128596441
336,672.203196798926
337,675.342241749322
338,675.723367250877
339,675.501375493695
340,680.695270488431
341,677.444372681657
342,682.027581637613
343,685.880917312896
344,687.678481019052
345,689.159276959319
346,693.977182032657
347,691.860772417783
348,690.77271306597
349,699.560903795324
350,700.090210147108
351,701.783021682205
352,703.217551379858
353,702.626000991343
354,706.094591089697
355,711.014828224207
356,712.037632198013
357,711.162179252829
358,717.196343862704
359,719.572759243486
360,719.730733908195
361,721.967226964769
362,726.81828081647
363,726.789677397605
364,730.439750256145
365,729.909845574254
366,734.958975689678
367,733.848632426615
368,737.835496914399
369,737.310442572515
370,737.845994687892
371,744.003209454717
372,748.592008081543
373,745.3482437691
374,750.937712257059
375,749.526182133652
376,753.846986235781
377,752.021616386597
378,756.551292556573
379,756.472677812878
380,757.2957760316
381,763.310048820456
382,767.21929352071
383,764.422986068244
384,766.232247774948
385,767.854970776413
386,771.083718037104
387,775.331294031156
388,777.424456424837
389,778.885908454998
390,781.519174624118
391,781.062244667962
392,783.654580044232
393,787.364099798772
394,787.436845343517
395,788.076754852136
396,789.244699710535
397,799.395173273277
398,792.600569888874
399,798.058633305588
400,803.868628672303
401,803.675021750356
402,803.629307337831
403,807.066658355529
404,811.569912484029
405,810.37925563966
406,810.861824975627
407,816.903785889144
408,819.737986905131
409,816.030890212525
410,821.437513527809
411,822.258694593917
412,825.403282617787
413,827.053395663775
414,827.958973802091
415,830.876502094614
416,829.578942868597
417,831.191160112342
418,837.441498314419
419,838.172071006553
420,839.736765917183
421,838.64789604212
422,842.861004018464
423,846.384410301793
424,847.027354158494
425,850.162568025988
426,852.769794493569
427,853.724996057924
428,856.855186218478
429,857.513871102921
430,859.363294344292
431,861.491787212984
432,865.277774860326
433,867.642130766332
434,872.670958173164
435,868.033384884778
436,870.585085119988
437,875.2882982027
438,879.275330659892
439,880.453296349329
440,879.064588763338
441,880.643537872524
442,887.392804542661
443,889.085693700178
444,888.429055184122
445,893.401376591505
446,891.984026340704
447,892.364199270394
448,895.898779659433
449,898.159842173098
450,896.880857804212
451,901.657004086507
452,903.162785814335
453,906.982573636066
454,906.937543137538
455,910.96444023547
456,913.072582080099
457,913.441351584282
458,915.912985470599
459,922.763030583919
460,923.096062226711
461,925.109523997058
462,924.116222460228
463,924.320442168946
464,929.142246897311
465,930.132095565126
466,939.16931898586
467,930.136208892697
468,935.594334991508
469,940.967430408546
470,935.802967199671
471,941.480702667886
472,944.668135871774
473,945.560724816734
474,946.136456393422
475,949.755519563407
476,954.677056846924
477,951.303337619911
478,958.82967144902
479,959.828097891029
480,957.526624163013
481,958.998479290651
482,964.069077367793
483,966.572599290805
484,970.372416187691
485,969.924901256315
486,972.840743187947
487,976.578492964686
488,978.341378370199
489,979.652187308169
490,980.647834130181
491,982.761900822909
492,986.405239165587
493,988.204411501464
494,987.876970120042
495,990.729179827992
496,995.385104599972
497,996.942734024944
498,994.045504677312
499,1000.89640334916
500,999.828288678816
501,998.852460396693
502,1006.58495231893
503,1006.16893551114
504,1009.93409199296
505,1013.87822598843
506,1014.15974527633
507,1013.29281294633
508,1015.73015375056
509,1016.02573513338
510,1018.35658370788
511,1022.97906184503
512,1023.40144508218
513,1027.31650979715
514,1029.66481909934
515,1030.72692652245
516,1031.20270868277
517,1031.00414002099
518,1036.22925635055
519,1035.92436676533
520,1041.29195774252
521,1043.54569080012
522,1044.63202831624
523,1043.9237743504
524,1046.48972541982
525,1049.01699138061
526,1050.29445149022
527,1054.71300608657
528,1048.15866246579
529,1045.68630443358
530,1049.75919990088
531,1048.32151134087
532,1045.65512018257
533,1048.25138404769
534,1049.2528413022
535,1047.79560457581
536,1051.43131972133
537,1051.81528061137
538,1049.35038973243
539,1047.03682813544
540,1051.18834227773
541,1048.29025062576
542,1048.34016492673
543,1050.29821362993
544,1048.04770791723
545,1049.41063118469
546,1048.45805016837
547,1050.78456741416
548,1048.30738819023
549,1048.31248013814
550,1048.07622311142
551,1050.02209930671
552,1052.42989793084
553,1048.22224296852
554,1050.43620252289
555,1048.68776600079
556,1047.82296830544
557,1052.18226179622
558,1048.86154535668
559,1053.24162026118
560,1048.62602310883
561,1051.31399340714
562,1052.22138443047
563,1054.28144146013
564,1048.33805638174
565,1050.1528117124
566,1051.8716488924
567,1048.99666659427
568,1051.1897069277
569,1049.13869766173
570,1047.73332189465
571,1045.52565688046
572,1051.02927914489
573,1049.31618576967
574,1053.43575485764
575,1047.76724418268
576,1049.02304076167
577,1051.61466458682
578,1049.47798251666
579,1050.97611983565
580,1052.70556764194
581,1054.35363118262
582,1050.10277422241
583,1048.32380910953
584,1047.83076998138
585,1048.90693446185
586,1049.14698059059
587,1047.5780048892
588,1051.19558599556
589,1052.84779157817
590,1049.11340274888
591,1047.91933306865
592,1047.45220584319
593,1051.54030322402
594,1050.06304524395
595,1046.19029049712
596,1049.75248964571
597,1050.00065675443
598,1048.31244331054
599,1047.55733325914
600,1049.09402801277
601,1048.59536013744
602,1048.65123922903
603,1045.39395361903
604,1049.70133419043
605,1051.89737917994
606,1052.31272492105
607,1054.1487049718
608,1050.53057994064
609,1047.89599234172
610,1051.00468447244
611,1052.19969004624
612,1053.77300966083
613,1051.62250700138
614,1052.83648761759
615,1050.87833980341
616,1047.4449967828
617,1048.27725358958
618,1053.77397174994
619,1051.40817462637
620,1048.66455894934
621,1048.58857131589
622,1048.15856284017
623,1050.29694658399
624,1049.49996527773
625,1048.11646209178
626,1052.42839803728
627,1050.037132866
628,1051.51566339892
629,1049.23987460001
630,1050.34989742669
631,1052.06704661805
632,1051.35144799086
633,1051.88256248583
634,1046.34673985497
635,1050.35440876259
636,1049.61638427611
637,1048.69960257998
638,1048.87860731748
639,1053.3515315866
640,1050.86106920088
641,1049.71078675929
642,1051.87805142429
643,1048.90900650095
644,1050.27770072643
645,1052.89372462671
646,1049.3347438277
647,1048.40168745547
648,1048.90341450974
649,1047.89840759096
650,1050.50532498207
651,1050.65572370799
652,1051.71134480098
653,1053.60352454325
654,1052.8104816235
655,1047.49841641173
656,1053.99821770895
657,1050.27855697518
658,1049.22666179312
659,1053.71127138089
660,1050.85771076895
661,1053.46158027918
662,1049.91295265172
663,1048.53782838372
664,1046.06807184756
665,1052.25373063038
666,1048.22383122313
667,1051.74271852078
668,1050.23978713323
669,1050.94486988961
670,1052.53327981964
671,1049.02936724211
672,1049.07693282763
673,1049.53648332544
674,1052.12070754488
675,1049.050428591
676,1049.64897943808
677,1051.59264899818
678,1051.55749063171
679,1051.59360513249
680,1050.09810314567
681,1051.52522586967
682,1050.57198613927
683,1048.73436992369
684,1053.6087689616
685,1046.27397805397
686,1051.69105676243
687,1050.68333536579
688,1050.04555521229
689,1048.77720002311
690,1049.47894645505
691,1053.61134062929
692,1049.80600146599
693,1049.23102660043
694,1048.24327571499
695,1049.00884295613
696,1049.83141509285
697,1047.28455586589
698,1052.28539563353
699,1050.19565407489
700,1052.93004205719
701,1051.98087170545
702,1052.82877350144
703,1047.32820446137
704,1051.15916727679
705,1049.2763575714
706,1049.9062951007
707,1048.80104505718
708,1050.43020898645
709,1050.18726297096
710,1045.76033116974
711,1051.70488617765
712,1050.30874914463
713,1048.05627671959
714,1047.79714432815
715,1048.61951022341
716,1046.83273015558
717,1050.27553213303
718,1053.00468790993
719,1050.3857631743
720,1051.05430946905
721,1047.0335874176
722,1046.92159855338
723,1048.20713422617
724,1051.4421399595
725,1048.23099611063
726,1051.11719705142
727,1049.56252499031
728,1050.76724696477
729,1047.92175977951
730,1048.10201550286
731,1049.79167809203
732,1049.58257779455
733,1046.4225396095
734,1051.07416884217
735,1046.10060785981
736,1049.16953107689
737,1050.11025934119
738,1048.59600056182
739,1047.19232193485
740,1049.20235213822
741,1049.77915640087
742,1048.15184309745
743,1047.28551399917
744,1047.6107910345
745,1048.94302444142
746,1049.09474622656
747,1052.83897038632
748,1047.42863771097
749,1050.76229787872
750,1049.1650627978
751,1050.18572284158
752,1048.67283092845
753,1051.60565477902
754,1046.59383470921
755,1050.30781414513
756,1050.05215099984
757,1052.11172675817
758,1049.5510657713
759,1050.99319277875
760,1050.79926790927
761,1048.70617449863
762,1049.83247447043
763,1049.73275759998
764,1052.23920771095
765,1050.47844194517
766,1050.58120443172
767,1054.68720283684
768,1050.83259622477
769,1050.72496215574
770,1051.06336525095
771,1053.09608447668
772,1051.92297660121
773,1050.67687235721
774,1048.77809399146
775,1050.71410410082
776,1050.28301735975
777,1046.32741731244
778,1046.91793790721
779,1046.41123427116
780,1052.82902981692
781,1051.23667578352
782,1045.2990892256
783,1050.93406317219
784,1050.12766387629
785,1049.48747911636
786,1048.51095592349
787,1047.46194944691
788,1051.72525601586
789,1048.84613065621
790,1049.73546530342
791,1051.17365620118
792,1051.070000554
793,1049.21318012607
794,1048.91878116558
795,1050.51890183047
796,1047.64344247798
797,1050.6122769571
798,1050.34696245824
799,1050.50115613434
800,1049.44415190168
801,1046.55052853147
802,1045.98659011229
803,1047.41638333906
804,1050.73167645697
805,1049.69559349218
806,1048.53181181985
807,1048.43605588604
808,1051.10313406963
809,1046.77831803114
810,1051.49635286618
811,1050.89859202248
812,1048.25987495911
813,1049.80450413728
814,1051.78620042743
815,1052.70183019053
816,1052.97794078862
817,1050.74213442569
818,1049.57105351297
819,1050.91098917988
820,1049.48377777949
821,1047.99415249579
822,1051.6882869656
823,1051.38931755179
824,1052.52200749529
825,1053.33311857868
826,1052.94371587618
827,1051.57863141017
828,1049.92709145763
829,1049.81743344672
830,1049.17427412192
831,1048.43787760336
832,1049.21981442918
833,1051.22767524402
834,1050.76935404067
835,1047.58868670036
836,1052.39570244003
837,1052.58228253331
838,1052.96614320504
839,1047.55280952838
840,1049.17365073126
841,1049.18083826758
842,1049.09767056348
843,1048.87060209654
844,1048.87997933101
845,1048.05888386602
846,1048.87435290765
847,1049.3359271134
848,1050.3873002195
849,1051.21128571254
850,1051.91574719885
851,1048.39836312203
852,1050.08509731121
853,1054.67140172403
854,1049.07626508836
855,1051.48085981208
856,1048.60331067864
857,1052.13073780291
858,1051.09103364268
859,1048.16358135951
860,1052.05038268735
861,1052.25147680581
862,1051.76560077
863,1044.4638427783
864,1050.28765315771
865,1053.0397662503
866,1049.65736784396
867,1048.68371000136
868,1049.69141079583
869,1045.23392136733
870,1047.72340581744
871,1049.82548893438
872,1051.67065344129
873,1050.42422173638
874,1051.28269260281
875,1047.93579806443
876,1052.97154130751
877,1052.38095249456
878,1051.23445346295
879,1049.65412335107
880,1051.72316088151
881,1048.75982815091
882,1048.24357390546
883,1045.54280970625
884,1050.38652645054
885,1045.37468656612
886,1049.95133241573
887,1050.88268117848
888,1051.57915350754
889,1052.04363925337
890,1051.23052231907
891,1048.28084428766
892,1051.78149795274
893,1050.12654949497
894,1046.27067788888
895,1049.77372629815
896,1046.43322724825
897,1047.89301911855
898,1048.76129064539
899,1048.82612284696
900,1051.85395146389
901,1049.86918830932
902,1048.12577648245
903,1048.73228113248
904,1048.84955142797
905,1050.37644208352
906,1051.07931194893
907,1049.15823186069
908,1049.32106688005
909,1051.03616077673
910,1048.26122475797
911,1049.67865817169
912,1049.71476642679
913,1048.46957806431
914,1048.68039885737
915,1049.38518911917
916,1048.23614509959
917,1049.8093096825
918,1047.44806125385
919,1050.75116996793
920,1049.06153925481
921,1051.59786640724
922,1050.85257639852
923,1048.97573597361
924,1049.30496892605
925,1051.21878549277
926,1051.47092863607
927,1050.95341712135
928,1050.65657153356
929,1046.43746504949
930,1050.23879284269
931,1047.16340925597
932,1050.15206875531
933,1048.67833351558
934,1049.78898790788
935,1047.63982822483
936,1049.67128162707
937,1053.03888154864
938,1053.65033015635
939,1045.02272029969
940,1046.69135549922
941,1047.15828943726
942,1047.4474068675
943,1054.15820159875
944,1052.03107204136
945,1049.78077436765
946,1051.96303776206
947,1054.52269441362
948,1051.27417984761
949,1053.55107308569
950,1047.70499690506
951,1047.84135481249
952,1052.13589971758
953,1051.78350638273
954,1051.74019301988
955,1050.97152492974
956,1049.05781261431
957,1051.89925998764
958,1053.69545518258
959,1052.48081485774
960,1047.2383715633
961,1050.94935375458
962,1050.02469271598
963,1050.17419987457
964,1049.63526361247
965,1047.46865946835
966,1050.66256782588
967,1052.70345726197
968,1053.27313147253
969,1050.95986445771
970,1048.52736817748
971,1048.83396676117
972,1048.7771360361
973,1051.20670008722
974,1049.52847332129
975,1055.80843218325
976,1049.46341744137
977,1050.29618569681
978,1049.58641003433
979,1048.7148797231
980,1051.69514364777
981,1048.9448557472
982,1050.00474151422
983,1049.4362395329
984,1044.34305069523
985,1051.30186063266
986,1050.31551834223
987,1048.29312595467
988,1052.72620017195
989,1047.47420765766
990,1046.44410690856
991,1048.62616070985
992,1047.63132895541
993,1051.57935460346
994,1050.1719275419
995,1049.25987711484
996,1050.01867273409
997,1048.09788081665
998,1050.3634354228
999,1050.38067968807
1000,1049.8565224612
1001,1049.9942965799
1002,1047.78356207618
1003,1051.87038353475
1004,1047.02832109653
1005,1054.45708379685
1006,1053.24827044508
1007,1051.03952925051
1008,1047.29594272648
1009,1050.85224765526
1010,1046.67362482959
1011,1049.46011275634
1012,1051.58158191955
1013,1051.68121727755
1014,1050.0659389697
1015,1049.5236724923
1016,1050.5271045723
1017,1046.81642965187
1018,1049.24752986231
1019,1053.62505429982
1020,1046.52380063476
1021,1053.25822230149
1022,1051.05621088298
1023,1049.2791116268
1024,1054.47523378122
1025,1049.91960076505
1026,1053.78825066313
1027,1050.04960929988
1028,1051.1068508062
1029,1048.85129810912
1030,1048.14332598712
1031,1045.99914911741
1032,1048.7558626074
1033,1051.45429113297
1034,1047.79563339351
1035,1047.68107445829
1036,1049.12218872049
1037,1050.31826841353
1038,1049.01079862893
1039,1052.42473569116
1040,1050.58526485182
1041,1049.92791507794
1042,1047.79476779487
1043,1048.1287194261
1044,1050.92167465364
1045,1049.33527307478
1046,1052.21232653764
1047,1046.7326127903
1048,1050.67038560119
1049,1048.95068511002
1050,1052.9267421506
1051,1050.85435608397
1052,1047.94974035965
1053,1047.38388335735
1054,1050.45920377326
1055,1049.38595744438
1056,1049.83233380092
1057,1049.66853631878
1058,1051.31002511733
1059,1047.85033054364
1060,1056.94181920693
1061,1050.58816178477
1062,1048.92725230731
1063,1049.71045300911
1064,1051.08426105568
1065,1051.26835038638
1066,1046.45028786219
1067,1045.86772823063
1068,1049.82018618107
1069,1051.67360435612
1070,1050.33248166619
1071,1052.05105114689
1072,1050.80637691627
1073,1050.82318423973
1074,1053.36037365604
1075,1047.87578485353
1076,1048.41752870064
1077,1050.77702454832
1078,1050.5079969989
1079,1045.62566341483
1080,1051.07560086657
1081,1047.42022717659
1082,1047.54891205968
1083,1053.45422710555
1084,1052.32071560658
1085,1048.5036768325
1086,1053.33334464986
1087,1048.94060515086
1088,1052.05729670128
1089,1052.75343598213
1090,1052.66200591653
1091,1052.50931189887
1092,1049.42533089238
1093,1048.90652896368
1094,1052.50785494213
1095,1049.85655416208
1096,1048.63512675747
1097,1047.95000708343
1098,1052.60315562943
1099,1051.51612165081
1100,1052.95922867075
1101,1048.76087518717
1102,1050.51937445451
1103,1047.82695815005
1104,1050.17244712639
1105,1048.30759510189
1106,1050.77781172874
1107,1049.92472836931
1108,1052.89120329785
1109,1050.63444896421
1110,1049.19203901836
1111,1046.51952533905
1112,1049.09435744216
1113,1048.82782498688
1114,1052.29583808863
1115,1050.91472651929
1116,1048.82438727588
1117,1050.45582988139
1118,1050.26829548369
1119,1050.65865554423
1120,1049.40497557271
1121,1052.36997594613
1122,1052.61907077325
1123,1047.65908946977
1124,1051.9922377326
1125,1048.50600596662
1126,1050.44373531293
1127,1052.00189046237
1128,1050.98828651712
1129,1049.98311116493
1130,1050.19227397107
1131,1054.50141047837
1132,1052.87326938271
1133,1050.02081549908
1134,1049.35841621696
1135,1053.68334973452
1136,1050.17984945045
1137,1050.80558563623
1138,1052.61878740932
1139,1048.77349155455
1140,1049.12903983016
1141,1049.23578783146
1142,1050.34265635222
1143,1045.16687507311
1144,1049.16365712683
1145,1051.4143911298
1146,1050.62361507063
1147,1050.70128031356
1148,1046.82626917475
1149,1050.43304330816
1150,1049.77050031424
1151,1050.04067624646
1152,1051.78558052388
1153,1052.89616829509
1154,1049.49593825589
1155,1048.80505744166
1156,1049.5045183205
1157,1051.5487318803
1158,1049.76282558766
1159,1049.1648374578
1160,1049.89514729348
1161,1052.70790040567
1162,1048.15869714539
1163,1049.37845725201
1164,1047.88839406364
1165,1054.4774885116
1166,1049.05387571993
1167,1051.81210817096
1168,1050.07583386319
1169,1049.64927543395
1170,1049.27678194944
1171,1048.39275691583
1172,1052.68315270215
1173,1051.25186130876
1174,1050.06226141599
1175,1047.81017330106
1176,1049.02717186888
1177,1051.90618736653
1178,1048.01097330381
1179,1048.85625935496
1180,1051.56634636314
1181,1050.76273284218
1182,1048.79988365209
1183,1053.30523024019
1184,1047.61846612972
1185,1052.83135490381
1186,1051.62834563438
1187,1045.80485790329
1188,1050.64033016498
1189,1051.60205024085
1190,1048.41663869191
1191,1049.97866747353
1192,1046.75296412011
1193,1048.18486589622
1194,1050.27353344485
1195,1050.54237591306
1196,1049.85267756959
1197,1048.45113934314
1198,1051.18763227105
1199,1052.65500911916
1200,1048.79832833637
